UserName,Handle,Timestamp,Comments,Likes,Retweets,Text
The New York Times,@nytimes,2022-07-29T04:40:04.000Z,"To have a mostly mosquito-free outdoor space, you need to reduce or eliminate their breeding grounds. Here's how according to 
@wirecutter
.
nytimes.com
How to Stop Mosquitoes From Invading Your Outdoor Space
To keep mosquitoes at bay, you have to take away their preferred breeding grounds. Here are several Wirecutter-approved ways to do just that.
8
38
108The New York Times
@nytimes
·
Jul 29
To have a mostly mosquito-free outdoor space, you need to reduce or eliminate their breeding grounds. Here's how according to 
@wirecutter
.
nytimes.com
How to Stop Mosquitoes From Invading Your Outdoor Space
To keep mosquitoes at bay, you have to take away their preferred breeding grounds. Here are several Wirecutter-approved ways to do just that.
8
38
108",8,38,108
The New York Times Retweeted,@katierosman,2022-07-28T23:04:54.000Z,"For all the Julia Whelan stans—and oh boy, there are even more of you than I realized!—we've republished this profile with an audio version, which includes clips of Julia trying to teach me how to narrate. (I have a voice for print.) 
@justjuliawhelan
nytimes.com
That Voice You’re Hearing? It Might Be Hers.
Julia Whelan is one of the most in-demand audiobook narrators working today. With her novel, “Thank You for Listening,” she’s telling a story of her own.
5
20
94The New York Times Retweeted",5,20,94
The New York Times,@nytimes,2022-07-28T20:35:06.000Z,"The heat has broken records across the U.S. this summer — from Boston to Texas to Alaska.

Seattle and Portland, Oregon both set new daily temperature records on Tuesday, and Portland was forecast to top 100 degrees Fahrenheit again on Thursday. https://nyti.ms/3Q3Nr42
53
84
167The New York Times
@nytimes
·
Jul 28
The heat has broken records across the U.S. this summer — from Boston to Texas to Alaska.

Seattle and Portland, Oregon both set new daily temperature records on Tuesday, and Portland was forecast to top 100 degrees Fahrenheit again on Thursday. https://nyti.ms/3Q3Nr42
53
84
167",53,84,167
The New York Times,@nytimes,2022-07-28T20:30:07.000Z,"Despite Senator Joe Manchin's reversal on the climate and tax bill, it's not clear that it has the unanimous support among Democrats needed to pass. Senator Kyrsten Sinema skipped a Democratic caucus meeting on Thursday and would not comment on the bill.
nytimes.com
After Clash, Manchin and Schumer Rushed to Reset Climate and Tax Deal
The West Virginia Democrat said he had relented and agreed to sign on to a climate, energy and tax package after returning to negotiations to draft a version that would combat inflation.
88
125
213The New York Times
@nytimes
·
Jul 28
Despite Senator Joe Manchin's reversal on the climate and tax bill, it's not clear that it has the unanimous support among Democrats needed to pass. Senator Kyrsten Sinema skipped a Democratic caucus meeting on Thursday and would not comment on the bill.
nytimes.com
After Clash, Manchin and Schumer Rushed to Reset Climate and Tax Deal
The West Virginia Democrat said he had relented and agreed to sign on to a climate, energy and tax package after returning to negotiations to draft a version that would combat inflation.
88
125
213",88,125,213
The New York Times,@nytimes,2022-07-28T20:19:53.000Z,"States that banned abortion or are expected to are some of the most dangerous places in the U.S. to give birth, a New York Times analysis shows.

“The safety net is woefully inadequate,” said Carol Burnett, who works with poor and single mothers.
nytimes.com
States With Abortion Bans Are Among Least Supportive for Mothers and Children
They tend to have the weakest social services and the worst results in several categories of health and well-being.
38
170
313The New York Times
@nytimes
·
Jul 28
States that banned abortion or are expected to are some of the most dangerous places in the U.S. to give birth, a New York Times analysis shows.

“The safety net is woefully inadequate,” said Carol Burnett, who works with poor and single mothers.
nytimes.com
States With Abortion Bans Are Among Least Supportive for Mothers and Children
They tend to have the weakest social services and the worst results in several categories of health and well-being.
38
170
313",38,170,313
The New York Times,@nytimes,2022-07-28T20:19:56.000Z,"States supportive of abortion rights tend to have a more generous social safety net: They offer paid family leave, have expanded Medicaid access, have a higher minimum wage and many offer universal pre-K. https://nyti.ms/3cOA2OW
14
69
177",14,69,177
The New York Times,@nytimes,2022-07-28T20:19:56.000Z,"See more from our analysis that found that the states most likely to ban abortions are the least supportive for mothers and children.
nytimes.com
States With Abortion Bans Are Among Least Supportive for Mothers and Children
They tend to have the weakest social services and the worst results in several categories of health and well-being.
5
46
82",5,46,82
The New York Times,@nytimes,2022-07-28T15:20:08.000Z,"Bernard Cribbins, a British actor who had roles on ""Doctor Who"" and ""Fawlty Towers,"" and whose contributions to children’s programs delighted young audiences over a career that spanned seven decades, has died. He was 93.
nytimes.com
Bernard Cribbins, British Actor Known for ‘Doctor Who,’ Is Dead at 93
Mr. Cribbins’s long career included roles on stage, film and television.
18
71
228The New York Times
@nytimes
·
Jul 28
Bernard Cribbins, a British actor who had roles on ""Doctor Who"" and ""Fawlty Towers,"" and whose contributions to children’s programs delighted young audiences over a career that spanned seven decades, has died. He was 93.
nytimes.com
Bernard Cribbins, British Actor Known for ‘Doctor Who,’ Is Dead at 93
Mr. Cribbins’s long career included roles on stage, film and television.
18
71
228",18,71,228
The New York Times,@nytimes,2022-07-28T15:15:10.000Z,"The U.S. economy shrank in the second quarter, raising fears that the country could be close to a recession — or perhaps that one has begun.

Gross domestic product, adjusted for inflation, fell 0.2%, the Commerce Department said. https://nyti.ms/3S7Mnhy
83
87
152The New York Times
@nytimes
·
Jul 28
The U.S. economy shrank in the second quarter, raising fears that the country could be close to a recession — or perhaps that one has begun.

Gross domestic product, adjusted for inflation, fell 0.2%, the Commerce Department said. https://nyti.ms/3S7Mnhy
83
87
152",83,87,152
The New York Times,@nytimes,2022-07-28T15:00:13.000Z,"On a visit to Canada, Pope Francis, 85, used his own frailty to demand dignity for the aged in a world increasingly populated by them.

He called for “a future in which the elderly are not cast aside.”
nytimes.com
Pope Francis, Slowed by Aging, Finds Lessons in Frailty
On a visit to Canada, the pontiff, 85, used his own vulnerability to demand dignity and respect for older people in a world increasingly populated by them.
28
53
268The New York Times
@nytimes
·
Jul 28
On a visit to Canada, Pope Francis, 85, used his own frailty to demand dignity for the aged in a world increasingly populated by them.

He called for “a future in which the elderly are not cast aside.”
nytimes.com
Pope Francis, Slowed by Aging, Finds Lessons in Frailty
On a visit to Canada, the pontiff, 85, used his own vulnerability to demand dignity and respect for older people in a world increasingly populated by them.
28
53
268",28,53,268
The New York Times Retweeted,@daiwaka,2022-07-28T09:47:08.000Z,"Foreign businesses rushed into China mesmerized by the opportunity that a rapidly-growing country with 1.4 billion consumers offered. But after two years of strict Covid protocols, they are now grappling with a shaky economy and flat growth w/ 
@PatcohenNYT
nytimes.com
They Flocked to China for Boom Times. Now They’re Thinking Twice.
Global businesses and industries that rode the China growth wave for years are bracing for the fallout of a slowing economy.
9
20
41The New York Times Retweeted",9,20,41
The New York Times,@nytimes,2022-07-28T14:45:15.000Z,"Germany's annual inflation increased in July to 8.5%, after more cuts to natural gas deliveries from Russia. Energy prices were up more than 35% from a year ago and remained the most important factor driving inflation in Europe’s largest economy.
nytimes.com
German Inflation Hits 8.5 Percent, Again Driven by High Energy Prices
Consumer prices in Europe’s largest economy rose again in July, as energy prices soar 35 percent over a year ago.
36
61
109The New York Times
@nytimes
·
Jul 28
Germany's annual inflation increased in July to 8.5%, after more cuts to natural gas deliveries from Russia. Energy prices were up more than 35% from a year ago and remained the most important factor driving inflation in Europe’s largest economy.
nytimes.com
German Inflation Hits 8.5 Percent, Again Driven by High Energy Prices
Consumer prices in Europe’s largest economy rose again in July, as energy prices soar 35 percent over a year ago.
36
61
109",36,61,109
The New York Times Retweeted,@AndrewDasNYT,2022-07-27T21:50:01.000Z,"France’s stated goal at the Euros was reaching the final. France’s bitter reality, again, is that it is going home early.
nytimes.com
For France, All or Nothing Yields the Latter Again
Coach Corinne Diacre set a high bar for France at the Euros. But tying one’s fate to results works only when you win.
4
20
51The New York Times Retweeted",4,20,51
The New York Times,@nytimes,2022-07-28T04:58:23.000Z,"The Senate unanimously passed a nonbinding resolution calling for Secretary of State Antony Blinken to designate Russia as a state sponsor of terrorism for actions in Chechnya, Georgia, Syria and Ukraine.
nytimes.com
The U.S. Senate passes a resolution seeking to label Russia as a sponsor of terrorism.
158
439
1,574The New York Times
@nytimes
·
Jul 28
The Senate unanimously passed a nonbinding resolution calling for Secretary of State Antony Blinken to designate Russia as a state sponsor of terrorism for actions in Chechnya, Georgia, Syria and Ukraine.
nytimes.com
The U.S. Senate passes a resolution seeking to label Russia as a sponsor of terrorism.
158
439
1,574",158,439,"1,574"
The New York Times Retweeted,@joncaramanica,2022-07-27T21:48:45.000Z,"on POPCAST talking Lizzo, empowerment and optimism w/ 
@lindsayzoladz
 & the untweetable Justin Charity with a bonus segment on the classical music firebrand Richard Taruskin w/ 
@seatedovation
nytimes.com
Lizzo’s Complicated, Joyful Pop
The singer, rapper and songwriter’s peppy empowerment songs have made her an outlier in a field dominated by melancholic music.
5
11
44The New York Times Retweeted",5,11,44
The New York Times,@nytimes,2022-07-28T04:00:15.000Z,"The Entomological Society of America has introduced a new common name for the murder hornet: the Northern giant hornet.

Scientists hope to reduce negative and nationalistic associations with the insect that is turning up in the Pacific Northwest. https://nyti.ms/3oCkyQM
ALT
79
74
179The New York Times
@nytimes
·
Jul 28
The Entomological Society of America has introduced a new common name for the murder hornet: the Northern giant hornet.

Scientists hope to reduce negative and nationalistic associations with the insect that is turning up in the Pacific Northwest. https://nyti.ms/3oCkyQM
ALT
79
74
179",79,74,179
The New York Times,@nytimes,2022-07-28T03:45:08.000Z,"The Biden administration has offered to free the imprisoned Russian arms dealer Viktor Bout to secure the release of Brittney Griner and Paul Whelan, two Americans imprisoned in Russia who the State Department says were wrongfully detained.
nytimes.com
U.S. Offers to Swap Russian Arms Dealer for Griner and Whelan
Secretary of State Antony J. Blinken said he would speak to his Russian counterpart for the first time in months about a “substantial proposal” to free the Americans.
320
352
664The New York Times
@nytimes
·
Jul 28
The Biden administration has offered to free the imprisoned Russian arms dealer Viktor Bout to secure the release of Brittney Griner and Paul Whelan, two Americans imprisoned in Russia who the State Department says were wrongfully detained.
nytimes.com
U.S. Offers to Swap Russian Arms Dealer for Griner and Whelan
Secretary of State Antony J. Blinken said he would speak to his Russian counterpart for the first time in months about a “substantial proposal” to free the Americans.
320
352
664",320,352,664
The New York Times Retweeted,@peterbakernyt,2022-07-28T03:22:57.000Z,"As Biden prepares for call, some US officials suspect that what is really driving Xi to lash out recently is a desire to divert attention from his own economic and pandemic problems at home or at least a need to demonstrate strength internationally.
nytimes.com
China’s Domestic Troubles Will Hang Over Biden-Xi Call
Some American officials suspect that what is really driving China’s president to lash out recently is a desire to divert attention from his economic and pandemic problems at home.
19
26
114The New York Times Retweeted",19,26,114
The New York Times,@nytimes,2022-07-28T03:12:05.000Z,"The FDA has signed off on 800,000 additional doses of monkeypox vaccine, which U.S. health officials will begin allocating to states on Thursday.
nytimes.com
U.S. to Distribute 800,000 Doses of Monkeypox Vaccine
The doses were withheld pending an F.D.A. review, which has now been completed.
65
353
847The New York Times
@nytimes
·
Jul 28
The FDA has signed off on 800,000 additional doses of monkeypox vaccine, which U.S. health officials will begin allocating to states on Thursday.
nytimes.com
U.S. to Distribute 800,000 Doses of Monkeypox Vaccine
The doses were withheld pending an F.D.A. review, which has now been completed.
65
353
847",65,353,847
The New York Times,@nytimes,2022-07-28T03:00:12.000Z,"Doug Mastriano, the Republican nominee for governor of Pennsylvania, is under increasing scrutiny over his connections to the far-right social media platform Gab and its founder, who has repeatedly made antisemitic remarks defending their ties.
nytimes.com
Doug Mastriano Faces Criticism Over His Backing From Antisemitic Ally
The founder of Gab, a far-right social media network, recently made bigoted remarks defending his ties with Mr. Mastriano, the Republican nominee for governor of Pennsylvania.
124
710
1,355The New York Times
@nytimes
·
Jul 28
Doug Mastriano, the Republican nominee for governor of Pennsylvania, is under increasing scrutiny over his connections to the far-right social media platform Gab and its founder, who has repeatedly made antisemitic remarks defending their ties.
nytimes.com
Doug Mastriano Faces Criticism Over His Backing From Antisemitic Ally
The founder of Gab, a far-right social media network, recently made bigoted remarks defending his ties with Mr. Mastriano, the Republican nominee for governor of Pennsylvania.
124
710
1,355",124,710,"1,355"
The New York Times,@nytimes,2022-07-28T02:40:04.000Z,"The first helicopter that NASA sent to Mars worked so well that it is sending two more.
nytimes.com
NASA Will Send More Helicopters to Mars
Instead of sending another rover to help retrieve rock and dirt samples from the red planet and bring them to Earth, the agency will provide the helicopters as a backup option.
31
123
462The New York Times
@nytimes
·
Jul 28
The first helicopter that NASA sent to Mars worked so well that it is sending two more.
nytimes.com
NASA Will Send More Helicopters to Mars
Instead of sending another rover to help retrieve rock and dirt samples from the red planet and bring them to Earth, the agency will provide the helicopters as a backup option.
31
123
462",31,123,462
The New York Times,@nytimes,2022-07-27T19:52:03.000Z,"""Jeopardy!"" has made it official: The show will have two hosts going forward, splitting duties between Mayim Bialik and Ken Jennings.
nytimes.com
Final ‘Jeopardy!’: Ken Jennings and Mayim Bialik to Split Hosting Duties
The popular game show, which has had trouble finding a new host since Alex Trebek died in 2020, will stick with the hosts who served temporarily this year.
73
131
661The New York Times
@nytimes
·
Jul 27
""Jeopardy!"" has made it official: The show will have two hosts going forward, splitting duties between Mayim Bialik and Ken Jennings.
nytimes.com
Final ‘Jeopardy!’: Ken Jennings and Mayim Bialik to Split Hosting Duties
The popular game show, which has had trouble finding a new host since Alex Trebek died in 2020, will stick with the hosts who served temporarily this year.
73
131
661",73,131,661
The New York Times,@nytimes,2022-07-27T19:50:05.000Z,"At least 15 people, including three UN peacekeepers, were killed in the east of the Democratic Republic of Congo. For days, protesters have demanded the departure of the UN, accusing them of failing to protect civilians from attacks by militant groups.  https://nyti.ms/3JhQF1W
28
118
204The New York Times
@nytimes
·
Jul 27
At least 15 people, including three UN peacekeepers, were killed in the east of the Democratic Republic of Congo. For days, protesters have demanded the departure of the UN, accusing them of failing to protect civilians from attacks by militant groups.  https://nyti.ms/3JhQF1W
28
118
204",28,118,204
The New York Times,@nytimes,2022-07-27T19:45:09.000Z,"A debate has long raged at universities and think tanks, through public diplomacy and state media outlets: Does democracy or an authoritarian system perform better in times of crisis 
@Max_Fisher
 looks at the evidence.
nytimes.com
With Crisis Everywhere, Do Democracies Have an Edge?
The challenges of pandemic and climate change are being closely studied, but have done little so far to settle the eternal debate over whether authoritarian governments or democracies fare better in...
27
23
67The New York Times
@nytimes
·
Jul 27
A debate has long raged at universities and think tanks, through public diplomacy and state media outlets: Does democracy or an authoritarian system perform better in times of crisis 
@Max_Fisher
 looks at the evidence.
nytimes.com
With Crisis Everywhere, Do Democracies Have an Edge?
The challenges of pandemic and climate change are being closely studied, but have done little so far to settle the eternal debate over whether authoritarian governments or democracies fare better in...
27
23
67",27,23,67
The New York Times,@nytimes,2022-07-27T19:30:12.000Z,"From 
@TheAthletic
:

The MLB trade deadline is only a week away. We could have one or two of the biggest trades in baseball history. https://nyti.ms/3BpStns
10
12
44The New York Times
@nytimes
·
Jul 27
From 
@TheAthletic
:

The MLB trade deadline is only a week away. We could have one or two of the biggest trades in baseball history. https://nyti.ms/3BpStns
10
12
44",10,12,44
The New York Times,@nytimes,2022-07-27T19:25:05.000Z,"Prosecuting Donald Trump would be harder than it looks. One of the last federal prosecutors to lead an investigation into the former president explained the pitfalls the Justice Department might encounter — and which charges Trump could end up facing.
nytimes.com
Is Trump in Legal Peril? This Ex-Prosecutor Would Know
One of the last federal prosecutors to lead an investigation into Donald Trump discussed the challenges of bringing charges against him in the Jan. 6 case.
132
58
135The New York Times
@nytimes
·
Jul 27
Prosecuting Donald Trump would be harder than it looks. One of the last federal prosecutors to lead an investigation into the former president explained the pitfalls the Justice Department might encounter — and which charges Trump could end up facing.
nytimes.com
Is Trump in Legal Peril? This Ex-Prosecutor Would Know
One of the last federal prosecutors to lead an investigation into Donald Trump discussed the challenges of bringing charges against him in the Jan. 6 case.
132
58
135",132,58,135
The New York Times Retweeted,@Lattif,2022-07-27T11:41:49.000Z,"At least 15 people, including 3 U.N. peacekeepers, have been killed and 60 others injured in eastern Democratic Republic of Congo in an escalation of dayslong protests against the United Nations in the lush region ravaged by incessant deadly violence.
nytimes.com
Anti-U.N. Protests in Congo Leave 15 Dead, Including 3 Peacekeepers
Demonstrators have accused international forces of failing to deter armed groups responsible for a wave of deadly attacks.
11
55
70The New York Times Retweeted",11,55,70
The New York Times,@nytimes,2022-07-27T13:30:18.000Z,"Gazprom, the Russian energy giant, further restricted the flows of natural gas to Germany through the Nord Stream 1 pipeline. The reduction pushed up the already-high price for natural gas in Europe.
nytimes.com
Russia Cuts Natural Gas Flow to Germany Yet Again
Gazprom, the Russian energy giant, followed through with its plan to cut gas flows through the Nord Stream 1 pipeline to 20 percent of capacity.
28
43
98The New York Times
@nytimes
·
Jul 27
Gazprom, the Russian energy giant, further restricted the flows of natural gas to Germany through the Nord Stream 1 pipeline. The reduction pushed up the already-high price for natural gas in Europe.
nytimes.com
Russia Cuts Natural Gas Flow to Germany Yet Again
Gazprom, the Russian energy giant, followed through with its plan to cut gas flows through the Nord Stream 1 pipeline to 20 percent of capacity.
28
43
98",28,43,98
The New York Times,@nytimes,2022-07-27T13:17:04.000Z,"Economic devastation looms across the Caribbean, which is facing  a future of climate crisis and spiraling debt. Mia Mottley, the first woman to lead Barbados, is fighting to end this fiscal spiral — and ensure her country’s survival.
nytimes.com
The Barbados Rebellion: An Island Nation’s Fight for Climate Justice
The Caribbean is trapped between crushing debt and a climate disaster caused by rich nations. Prime Minister Mia Mottley is battling for a fairer system.
24
148
314The New York Times
@nytimes
·
Jul 27
Economic devastation looms across the Caribbean, which is facing  a future of climate crisis and spiraling debt. Mia Mottley, the first woman to lead Barbados, is fighting to end this fiscal spiral — and ensure her country’s survival.
nytimes.com
The Barbados Rebellion: An Island Nation’s Fight for Climate Justice
The Caribbean is trapped between crushing debt and a climate disaster caused by rich nations. Prime Minister Mia Mottley is battling for a fairer system.
24
148
314",24,148,314
The New York Times,@nytimes,2022-07-27T13:23:06.000Z,"Mottley didn’t just want a discount on her debts. So she demanded her creditors add a “hurricane clause” building in relief if the country was hit by a major storm. https://nyti.ms/3RY1Osu
4
9
62",4,9,62
The New York Times,@nytimes,2022-07-27T13:23:59.000Z,"In four years, Mia Mottley has become a leader not just for Barbados but for many other Caribbean countries. Read the 
@NYTMag
 and 
@propublica
 story on her fight to end her country's insolvency — and ensure its safety from future climate disasters.
nytimes.com
The Barbados Rebellion: An Island Nation’s Fight for Climate Justice
The Caribbean is trapped between crushing debt and a climate disaster caused by rich nations. Prime Minister Mia Mottley is battling for a fairer system.
7
29
76",7,29,76
The New York Times Retweeted,@mlevenson,2022-07-26T22:08:00.000Z,"Just days ago, the River Des Peres, which carries storm water from St. Louis, was “almost bone dry.” Then more than 9 inches of rain fell, breaking a century-old record and swamping the region. One person died. At least 70 had to be rescued.
nytimes.com
Flash Floods Swamp St. Louis Area, Breaking a Century-Old Rain Record
One person died after being pulled from a flooded vehicle, and property damage was “very significant” in some hard-hit areas, the city’s fire chief said.
3
24
37The New York Times Retweeted",3,24,37
The New York Times,@nytimes,2022-07-27T03:10:08.000Z,"A man wanted on charges that he started two wildfires in rural Oregon on Monday was spotted walking along a roadway by three local residents who, after a struggle, tied him to a tree until law enforcement officers arrived, the authorities said.
nytimes.com
Oregon Residents Help Officials Arrest Man Accused of Starting Wildfires
Three residents of Curry County, Ore., spotted the man and, after a struggle, tied him to a tree until law enforcement officers arrived, the authorities said.
25
123
490The New York Times
@nytimes
·
Jul 27
A man wanted on charges that he started two wildfires in rural Oregon on Monday was spotted walking along a roadway by three local residents who, after a struggle, tied him to a tree until law enforcement officers arrived, the authorities said.
nytimes.com
Oregon Residents Help Officials Arrest Man Accused of Starting Wildfires
Three residents of Curry County, Ore., spotted the man and, after a struggle, tied him to a tree until law enforcement officers arrived, the authorities said.
25
123
490",25,123,490
The New York Times,@nytimes,2022-07-27T03:00:06.000Z,"After a 2015 brain aneurysm, Joni Mitchell had to rediscover her singing voice and relearn how to play the guitar again. She did both triumphantly at the Newport Folk Festival on Sunday, stunning the crowd and the fellow musicians onstage.
nytimes.com
Joni Mitchell Reclaims Her Voice at Newport
The singer-songwriter’s surprise return to the stage at the folk festival she first played in 1967 was an act of bravery, joy and reinterpretation.
23
275
1,930The New York Times
@nytimes
·
Jul 27
After a 2015 brain aneurysm, Joni Mitchell had to rediscover her singing voice and relearn how to play the guitar again. She did both triumphantly at the Newport Folk Festival on Sunday, stunning the crowd and the fellow musicians onstage.
nytimes.com
Joni Mitchell Reclaims Her Voice at Newport
The singer-songwriter’s surprise return to the stage at the folk festival she first played in 1967 was an act of bravery, joy and reinterpretation.
23
275
1,930",23,275,"1,930"
The New York Times Retweeted,@NYTLiz,2022-07-27T01:46:58.000Z,"Just posted from Austin, where Alex Jones visibly blanched when lawyers for Neil Heslin & Scarlett Lewis, parents of Jesse Lewis, suggested a $150 mln damages verdict for Jones’ Sandy Hook lies
nytimes.com
Parents of Sandy Hook Victim at Alex Jones Trial Seek $150 Million in Damages
The figure represents the first time the family of a victim has put a dollar amount on the suffering Mr. Jones caused by spreading lies about the 2012 school shooting.
152
443
1,688The New York Times Retweeted",152,443,"1,688"
The New York Times,@nytimes,2022-07-27T02:40:05.000Z,"Staying hydrated is essential when temperatures are high. Here are five ways your body may be telling you it needs fluids.
nytimes.com
Five Signs You Might Be Dehydrated
It's not always easy to tell if you are becoming dehydrated. Here are five ways to spot it early.
22
63
156The New York Times
@nytimes
·
Jul 27
Staying hydrated is essential when temperatures are high. Here are five ways your body may be telling you it needs fluids.
nytimes.com
Five Signs You Might Be Dehydrated
It's not always easy to tell if you are becoming dehydrated. Here are five ways to spot it early.
22
63
156",22,63,156
